title_length,desc_length,num_words,num_links,contains_telegram,suspicious_keyword_count,emoji_count,prize_amount,unrealistic_prize_flag,organizer_account_age,organizer_past_events,posting_frequency_24h,duplicate_similarity_score,external_link_domain_score,label
36,81,29,1,0,3,1,74440.36406462034,1,90,1,2,0.44683738391404626,0.09759585735163344,1
29,279,54,1,0,1,5,8202.48919924887,0,27,1,5,0.49762149389902227,0.009726386572581536,1
24,72,94,0,0,0,1,57019.83003818898,0,28,0,1,0.3899964457131009,0.341203782186944,1
38,293,76,1,1,1,2,11750.469047257657,0,4,1,2,0.6850305850446825,0.3960215400417053,1
17,82,43,1,0,1,2,77552.59981141455,1,62,0,5,0.34303401840375425,0.3652962210225885,1
27,132,15,0,0,1,5,8633.0834137147,0,186,3,3,0.5877914763199721,0.014376909518696836,1
20,264,57,5,1,2,3,61179.28763955067,0,20,1,6,0.25667297801644134,0.08632841099873728,1
37,241,20,2,1,2,2,36590.174449417194,0,21,2,0,0.19688694188237382,0.10833290050482969,1
36,59,90,1,0,6,1,56298.579868638764,0,27,1,3,0.47821852133554305,0.28583836908002497,1
20,98,50,1,0,0,1,27936.210592857846,0,30,0,6,0.5779863393256308,0.046429056202766494,1
19,295,76,4,0,0,2,19962.94563932961,0,15,0,2,0.4866009349550076,0.2463400392208866,1
28,56,23,4,0,3,0,56193.477758255525,0,69,1,5,0.43528437370021494,0.23431023250938532,1
32,184,22,1,0,2,5,56974.18246894377,0,27,1,4,0.8805952819119571,0.027744520350066183,1
20,142,89,1,0,2,2,4187.609385871507,0,22,3,3,0.807234241294468,0.6515771387119536,1
39,125,37,5,0,0,4,56400.54996554554,0,16,4,2,0.8952525710003367,0.5363214161012072,1
33,232,62,0,1,0,5,39552.8595742027,0,85,1,1,0.6526261862239287,0.35820929139848023,1
17,159,29,4,1,1,4,55865.972050117394,0,128,4,2,0.7159186060848997,0.6690073824308154,1
21,279,100,2,0,0,4,25857.114650388445,0,16,1,5,0.6207652506866885,0.45719667282113435,1
20,266,14,1,1,4,3,63368.064364135054,0,127,0,1,0.7531211135782481,0.3946558314004702,1
30,278,17,0,0,1,3,49624.785749710485,0,88,1,5,0.7885734579637185,0.3625417540378944,1
29,190,73,4,1,6,1,4549.525076624139,0,1,0,2,0.2750106295291479,0.5142848345127443,1
20,75,59,5,0,2,0,44173.95985022601,0,39,1,0,0.6638505545431499,0.22154171376052834,1
12,121,10,3,0,4,2,23178.205915404225,0,5,1,1,0.1842889568776691,0.5822627011142852,1
17,71,90,3,1,5,0,14625.430838809783,0,23,0,3,0.8871974038330832,0.5238110465145311,1
34,118,85,0,1,4,4,71554.99214161083,1,75,4,2,0.22547291088718568,0.3464255558001634,1
32,224,89,1,0,5,5,74514.98682167946,1,4,1,6,0.35263567694071263,0.18747726391798814,1
11,249,69,0,0,6,1,38741.056200335974,0,90,4,6,0.38342971896472844,0.09893924069727907,1
27,250,18,4,0,1,3,3670.7272894430525,0,25,1,5,0.45677879609981453,0.6080654004447974,1
22,151,62,1,1,5,4,41415.47498788536,0,5,0,2,0.2860928654060394,0.0851856646035643,1
35,77,86,2,1,5,0,44858.24300142435,0,26,2,2,0.6569947445799054,0.7449454834986982,1
14,249,36,5,0,4,5,42949.44414446897,0,17,0,1,0.6463090469964348,0.09605824751127723,1
21,153,16,5,1,2,5,10452.806551836824,0,21,1,2,0.848394204953006,0.06892794848065194,1
27,235,71,1,1,5,0,62357.99840976535,0,6,1,5,0.5031668592028963,0.4157248559364396,1
25,148,37,1,1,5,3,58190.05152306672,0,136,1,4,0.8031006398965307,0.08373972933468413,1
40,238,17,1,1,4,4,29947.43261413639,0,73,1,3,0.7566747929422762,0.21284539410612627,1
37,51,59,1,1,3,1,25756.153551599386,0,5,0,3,0.5057240034982724,0.6374369814216195,1
23,247,63,2,1,1,1,67541.22726307673,0,9,1,0,0.6158297731148397,0.14523291855945406,1
18,242,43,0,0,4,2,78015.29238135039,1,19,0,6,0.5229788641922541,0.469349438117902,1
27,286,80,4,1,3,4,61584.2574346266,0,128,0,6,0.35965213776819416,0.4683550349560264,1
28,107,10,2,1,1,3,8592.45966101747,0,22,1,4,0.5618396182021219,0.44593472989568145,1
16,300,29,3,1,5,3,20213.769721663204,0,0,1,2,0.5683021390969603,0.5289415379898892,1
24,191,66,1,0,5,2,18416.346774661724,0,13,1,6,0.37885874327434776,0.4497188893942179,1
26,182,100,5,1,0,1,69384.5962097304,0,170,1,2,0.46988618831314477,0.4657063191723972,1
32,161,67,4,1,6,5,53716.00649361115,0,130,1,1,0.6195674542851093,0.12055114966565683,1
39,208,88,4,0,6,0,64728.871953978305,0,27,2,0,0.45844902035418206,0.4557088290653549,1
23,147,45,0,1,2,4,6271.982155281981,0,187,0,2,0.5242445699072329,0.7049834742962763,1
30,60,61,2,0,2,0,50638.85574667817,0,134,1,2,0.7986476828897768,0.6880146146184298,1
16,195,12,3,1,3,2,11981.473319863473,0,17,0,0,0.6916958973830603,0.37891333584472614,1
30,137,46,5,0,6,0,8836.715062804491,0,132,2,4,0.37674981435318877,0.6305153440667253,1
38,139,78,1,0,3,5,20452.16946212908,0,31,1,2,0.8924205994811674,0.36833675304694896,1
23,52,12,1,1,6,0,61994.73293101428,0,8,1,2,0.5667495858455721,0.3679422465651042,1
28,155,57,5,1,1,1,28575.956256855683,0,6,0,2,0.22567763485136438,0.6322353401112174,1
36,190,97,5,0,5,1,14509.609141608404,0,155,1,6,0.44267483403932195,0.426830590955371,1
29,253,43,2,0,4,2,33092.482984835595,0,18,1,4,0.11971259182850572,0.18131553389921107,1
26,145,76,1,1,5,0,65038.00289488695,0,3,1,1,0.5866546581398765,0.16349366843923857,1
29,244,38,1,0,1,5,71827.67741546105,1,7,0,1,0.13123257459537216,0.07141786482173344,1
30,65,70,1,1,6,1,32804.861942074924,0,138,1,3,0.7340425682853231,0.35853432740844793,1
14,86,11,2,1,3,0,54731.85788222828,0,9,1,1,0.8087217808692204,0.15187696326690678,1
21,180,88,4,1,3,5,3080.9144185048513,0,16,1,0,0.14203395272993577,0.7578208907576366,1
25,300,79,2,1,3,5,68160.11421476555,0,6,1,4,0.3504790710397898,0.21027607292107434,1
32,144,48,2,0,6,2,64743.076780768,0,17,1,5,0.7257101941759321,0.45475425202752295,1
27,95,95,0,1,0,2,21351.584231410023,0,6,1,2,0.6093852624460365,0.4665133475024318,1
19,202,17,5,0,6,5,26846.520859016753,0,7,1,6,0.7595229525921228,0.6654684661450593,1
18,184,56,2,1,1,0,72661.61356506297,1,9,1,2,0.6481831236006181,0.3083648814983288,1
19,66,65,0,1,1,2,51142.46403815061,0,4,1,2,0.7997079394844897,0.23609226674763484,1
37,69,24,1,1,1,3,35343.68509173104,0,10,1,3,0.31966746592286843,0.676910625807141,1
35,66,83,1,1,4,0,54975.94098841971,0,59,3,4,0.7527875862578443,0.2271780922210518,1
38,275,87,0,1,4,5,65889.24714669974,0,113,1,4,0.8310213254946568,0.33156618966027096,1
15,279,68,5,1,4,5,26888.04983216634,0,29,1,2,0.4326781703994712,0.527501001172828,1
29,150,98,5,0,0,4,46789.968533150895,0,27,1,5,0.25868114020816363,0.3195132943094662,1
40,88,89,5,1,1,5,48233.73300969348,0,3,2,2,0.7841367069322591,0.2950329206355566,1
36,57,24,3,1,5,1,75589.48468993657,1,30,1,4,0.8938611948680157,0.4873015551460257,1
14,119,34,5,1,1,0,65756.17820190707,0,170,4,6,0.1501101838276226,0.7770927096540503,1
31,190,34,1,1,3,3,5147.842067936655,0,9,0,3,0.7897922367833767,0.7535143539853704,1
26,218,99,3,1,0,1,79655.85264894723,1,66,1,6,0.8079165624953089,0.21478976915736545,1
30,275,81,3,0,6,1,42456.83322458828,0,3,1,1,0.8310638086327253,0.22034294824365575,1
15,62,12,1,1,2,2,17973.39375375612,0,4,0,6,0.12283925784709007,0.19805861080558973,1
13,108,44,1,1,1,1,24908.18566870166,0,25,0,0,0.29753555039752766,0.683345190686014,1
31,286,42,0,0,3,3,16926.76979228002,0,119,0,0,0.10877418491036775,0.5340475417036568,1
33,192,39,1,0,6,5,9112.077129026839,0,14,1,4,0.7084634591878711,0.10392143242566393,1
27,209,94,0,1,1,5,43419.14996908942,0,24,3,5,0.7163109465669741,0.37489139489458045,1
16,293,23,1,0,6,4,10245.204983724841,0,27,1,1,0.3614610418457129,0.3875511421142766,1
34,166,87,1,1,1,1,32663.35519501678,0,22,1,1,0.7416476883032526,0.39884980006308446,1
32,71,18,0,0,5,4,39654.036913429765,0,6,0,1,0.18197785809946282,0.5729339204170408,1
22,204,48,3,0,4,4,44144.4191650889,0,22,2,2,0.8470496018395672,0.012453633153804544,1
31,203,38,0,1,0,0,55306.791620320604,0,18,2,1,0.3534349684350664,0.25048812865256614,1
38,226,11,1,0,1,5,30283.621823078025,0,9,1,2,0.7427826436144858,0.19663781869657476,1
35,98,78,3,0,3,1,72195.15838801951,1,11,1,4,0.5962467782033425,0.677992754450617,1
40,208,43,4,1,0,1,79327.38842419954,1,29,1,2,0.47124777145075664,0.2809859882176416,1
23,288,47,1,1,3,4,7750.589494196601,0,10,0,2,0.5984616381007981,0.2757859876549063,1
26,155,48,1,1,5,0,59518.45909786381,0,102,1,1,0.26238890059032116,0.6856347728529711,1
34,272,33,5,0,6,5,14140.260115954776,0,32,0,0,0.6261591422591501,0.29263580870213274,1
11,167,55,1,1,3,1,77709.20618884817,1,10,4,5,0.49105895784434966,0.6221454203750525,1
14,187,19,0,0,4,5,68613.59352981157,0,29,0,0,0.43609920448958794,0.7473090021633523,1
35,155,23,1,1,1,1,17943.069161372023,0,15,4,5,0.8335157480612243,0.5946675765698812,1
15,129,93,4,1,0,5,62982.63032227517,0,25,1,6,0.2894680660277562,0.6863299858728354,1
23,118,58,1,1,5,2,30284.190938058782,0,9,3,3,0.5236155372015885,0.20592694157187608,1
30,270,60,1,1,6,5,75913.44726884527,1,18,0,5,0.13926209821550495,0.18151581655345572,1
25,116,77,2,1,3,3,55659.9234729272,0,181,0,2,0.708572493302015,0.41466857077341723,1
13,181,83,1,1,6,1,74875.62003421747,1,125,0,2,0.5029206050183841,0.6124678112004128,1
10,65,34,3,1,3,2,10913.154406387974,0,125,0,4,0.14450296028862666,0.40197599237376386,1
27,90,77,5,0,4,2,54747.26909022298,0,12,1,0,0.4698256273781565,0.4807413808491794,1
35,120,61,0,1,0,3,42008.59429928245,0,12,2,6,0.3514345868944331,0.5988699056033709,1
30,121,77,2,1,1,2,43848.87037636368,0,82,0,0,0.5078375761988586,0.4426372121231963,1
40,65,57,0,1,1,0,39515.44312135827,0,5,4,1,0.321534762775398,0.5308132646252955,1
33,229,28,0,0,1,1,62333.78488340559,0,18,1,5,0.6722445489804247,0.5584690766437022,1
13,259,26,4,1,5,1,51530.15667341115,0,14,1,2,0.7017242966906889,0.551914312071692,1
10,229,61,5,1,3,1,48550.59584441263,0,11,0,2,0.6900861846136661,0.7251942954864374,1
37,165,65,4,1,1,4,49080.59052746003,0,14,1,0,0.5217411482881497,0.37377441072220574,1
14,172,37,4,1,5,4,5825.290269450554,0,1,1,6,0.2831001349932756,0.10904960029341351,1
14,194,19,2,0,5,0,66369.33404989916,0,11,1,5,0.17696883511040915,0.1934182586879699,1
16,234,57,1,0,3,2,7890.697357049023,0,28,4,0,0.5140398859744663,0.7359445211466882,1
24,300,49,1,1,3,0,70414.64960109458,1,18,3,2,0.7337749496457353,0.18070707149489165,1
35,136,41,3,0,0,4,26647.297010983235,0,14,0,1,0.7035470180443903,0.1563623983622059,1
14,133,38,0,1,0,4,63005.0990095164,0,5,1,2,0.7462180756621848,0.04164385975366654,1
30,250,80,2,1,6,4,73880.2171635695,1,141,0,4,0.5133282011134941,0.427045025436886,1
39,254,10,0,1,6,4,21297.348115746845,0,3,1,4,0.3008460865594571,0.62311336694801,1
37,147,19,2,1,2,1,72001.09701892553,1,162,1,0,0.5004668443295283,0.18014837450327406,1
12,118,90,0,0,4,3,39854.68564878274,0,28,0,6,0.8962417510791876,0.6083831909088169,1
23,146,12,1,0,5,5,69985.66242507998,0,135,2,2,0.4180801902623811,0.43505709870553544,1
36,255,29,3,1,3,1,52814.4876074548,0,18,1,6,0.2490890448717491,0.48340420574293436,1
26,231,74,5,0,4,1,65645.9757881162,0,197,3,0,0.7950152181535307,0.46940980599460347,1
39,292,27,0,0,6,5,69162.87653858149,0,162,1,2,0.8613785952566972,0.3059239203611982,1
34,59,15,4,1,5,0,12364.86127704454,0,8,1,5,0.2648588607685051,0.1729991513320528,1
16,192,25,0,1,5,2,77248.84709793636,1,23,0,0,0.11840488813320046,0.4232655182021903,1
13,252,28,1,0,4,2,70010.3840244972,1,7,1,6,0.5516375737837977,0.603768851259916,1
27,50,100,4,0,1,1,24413.5195212979,0,10,0,3,0.46535518837009976,0.07784900472830603,1
28,139,50,0,0,0,1,42472.907808148004,0,15,1,4,0.17794396262351028,0.05484388229159962,1
35,53,63,1,1,3,5,44078.81437912153,0,198,1,6,0.4548680993387518,0.3377428330958464,1
27,104,93,1,1,5,3,76523.02897061734,1,17,1,6,0.3355049631511171,0.38213387460157133,1
37,155,65,5,1,6,4,56836.45599245876,0,85,1,2,0.6307387323123671,0.6546678728668829,1
37,249,70,5,1,4,5,26354.747752915235,0,153,1,0,0.12543760481374097,0.028833734399469346,1
16,299,26,5,0,1,4,24479.49045846859,0,24,1,1,0.7306853055352072,0.6641210878805353,1
39,122,85,3,1,3,5,21874.993169837893,0,179,0,2,0.712331784427132,0.6460051872155467,1
21,149,13,3,1,4,5,34047.20418279879,0,88,3,4,0.8899851646794253,0.724707915236055,1
40,263,14,1,1,4,3,37594.78992599894,0,8,0,4,0.2838818747483577,0.09627708473300199,1
14,255,91,3,0,1,1,42099.99966683523,0,183,2,0,0.1756723060520085,0.7367994211560247,1
35,269,41,5,0,1,0,52313.196817929274,0,4,2,2,0.42158686789850586,0.2903919639941182,1
31,254,72,1,0,4,0,26683.106441598757,0,1,1,3,0.5487742256594104,0.6545165415916993,1
13,139,17,5,1,5,0,50779.46485714579,0,30,4,2,0.2204482947583865,0.6220339797209146,1
12,213,50,5,1,3,0,27587.42198869606,0,84,0,5,0.11059340648207172,0.08099222406609496,1
30,231,98,4,1,3,0,65885.67713083088,0,76,1,2,0.31662128146082114,0.23721773367471366,1
29,278,90,0,1,3,1,44285.145658778616,0,24,4,6,0.6941011334741953,0.02594143779318734,1
10,227,59,1,0,6,3,59256.106932241986,0,123,1,2,0.6491278411317268,0.713958790844587,1
21,85,15,5,1,0,0,64523.24937584939,0,27,1,6,0.44430021483980864,0.7993390045571799,1
27,277,34,0,1,6,0,7949.792251393122,0,167,1,5,0.8199011428178087,0.2351077443448793,1
14,183,65,3,1,5,0,17296.045903066573,0,128,0,2,0.5493627867943865,0.7490921001938408,1
23,182,97,3,0,4,0,49446.46820650117,0,27,0,5,0.7639696534868826,0.2918032914609587,1
29,233,49,1,1,6,2,54320.29307234662,0,17,2,2,0.4285273605756272,0.09879151962879994,1
19,120,32,3,0,5,2,28885.78421070482,0,58,1,2,0.11879596103660636,0.05569814844703807,1
25,59,18,4,0,5,5,9965.272678465692,0,22,2,6,0.8684112310165459,0.692328385992292,1
21,277,78,1,0,3,2,29392.088483264622,0,23,0,0,0.7042636363482333,0.06049873149397383,1
10,262,87,5,1,1,0,55159.834023852505,0,30,2,2,0.4338341809500008,0.032690138298711306,1
32,233,87,0,0,2,1,53932.57428580745,0,25,1,6,0.7254867335754771,0.2050010595081327,1
20,66,77,5,0,3,4,67279.56580835034,0,11,0,2,0.7783757528443176,0.7518327419806117,1
23,253,77,0,1,3,5,19360.84099342336,0,80,1,2,0.6319656884061664,0.44218947998265223,1
31,197,41,0,1,1,5,16236.148138105045,0,167,0,4,0.5435689790422877,0.25383296702012154,1
34,139,72,4,1,1,2,11298.872479396525,0,4,4,5,0.8285896284993766,0.39340858908608883,1
10,52,26,0,0,3,0,72810.9328225924,1,18,1,1,0.3647249105222017,0.20208270943065532,1
20,222,70,0,0,1,3,45585.63804138867,0,13,1,5,0.4811167028912397,0.6877414489476634,1
22,277,73,3,0,3,0,52341.32865032352,0,86,2,4,0.7551213993116558,0.3286547590841887,1
30,77,99,2,0,4,5,17272.897838625766,0,27,1,0,0.4503187392617667,0.5801403915621651,1
35,199,51,2,0,4,3,71816.36928245112,1,106,0,0,0.7170710691478684,0.1300416061726796,1
18,283,40,5,0,2,5,37523.25234138606,0,188,1,2,0.7470752867549155,0.08505775054843845,1
38,231,11,0,0,3,2,22743.76892845218,0,146,1,1,0.5301434287830016,0.22417625239217598,1
15,194,62,2,0,3,4,45268.61923794908,0,26,1,4,0.1126074025514216,0.5120149318201959,1
24,52,64,1,0,3,1,78215.25162330053,1,37,1,1,0.19142532861584,0.11260847936597199,1
33,232,72,5,1,0,0,24305.852652583406,0,24,1,2,0.5506326303800002,0.11996764460279388,1
30,93,32,0,0,0,1,52266.227456887784,0,19,4,6,0.17185305097286147,0.6331227340333959,1
12,206,68,3,1,1,1,24794.828485135957,0,62,1,5,0.4469286424116781,0.33171471972670225,1
13,97,46,5,1,5,5,72949.70331843215,1,23,3,2,0.8462616449774231,0.6366788649225302,1
25,109,53,5,1,3,2,7635.19949231217,0,27,1,2,0.2801953199645068,0.20250642379808112,1
32,153,95,3,1,6,5,76998.28167459599,1,13,1,3,0.8857663454505253,0.07843908509535719,1
32,265,100,2,1,3,3,4953.465740955767,0,0,0,2,0.2016581948016255,0.22881945734772036,1
15,275,87,3,1,1,4,40084.06262103317,0,24,0,5,0.6537059693589045,0.2809035064126657,1
11,141,55,2,1,3,4,59885.5074858398,0,10,1,1,0.19281181535883463,0.3820242045939956,1
34,122,93,5,1,5,1,70701.07049057285,1,17,0,0,0.4572438190329526,0.14762120870436665,1
32,221,78,2,1,1,0,5888.924462002586,0,21,2,1,0.7393349783362824,0.6544384185638169,1
14,62,16,1,0,3,0,72161.83748088528,1,0,3,3,0.666983736273882,0.1688137040510556,1
11,169,86,1,1,5,4,31415.384722877254,0,17,1,0,0.7261458242959699,0.17197243095605927,1
37,51,96,5,0,5,1,13555.066877636547,0,79,2,2,0.8583176179206037,0.5484689693750511,1
29,254,45,5,0,1,4,15002.95321976488,0,14,0,3,0.8450485175919042,0.6583289545145937,1
26,274,23,5,1,6,0,33480.5986321465,0,1,1,0,0.16536776627649705,0.18160064847844595,1
26,200,47,1,1,3,1,17857.673559201456,0,75,0,3,0.4154778954596718,0.009340838531274365,1
14,195,49,1,0,3,1,44735.007136906206,0,189,1,1,0.34801220792244625,0.1153621751274983,1
17,73,43,2,1,2,4,66978.04487673324,0,6,1,3,0.780950906302435,0.12093329974059751,1
13,218,90,5,1,4,0,78343.21463077853,1,70,0,6,0.690233800496848,0.25049372856842556,1
11,193,72,0,0,1,2,61072.71525807819,0,2,0,5,0.5975688716321593,0.4910998944412839,1
29,75,72,3,0,1,0,45831.19957906287,0,106,1,0,0.46241040698342417,0.35083623240727557,1
11,61,55,2,0,5,3,74807.08231896936,1,189,1,3,0.16096692732582618,0.15461620272921117,1
26,203,90,1,0,5,4,69088.02857851372,0,27,1,0,0.6867644757277866,0.043705684123848565,1
40,95,52,3,0,1,4,52812.65206337285,0,83,1,5,0.7132962555466051,0.6750888169722242,1
35,55,38,5,1,2,4,26556.64589575708,0,12,1,5,0.5053524819336016,0.6707285195429582,1
19,131,10,0,1,2,0,33747.23102337603,0,106,2,3,0.7767139611284846,0.738368575871093,1
24,101,62,5,1,6,5,28565.30882069087,0,11,0,5,0.13329942963739447,0.42892659010317546,1
16,222,90,3,1,2,3,31557.61326914827,0,25,2,1,0.4251130057319869,0.11811619761917731,1
18,217,53,2,0,0,5,61088.06809530429,0,138,0,6,0.2921428126527532,0.5431256336454195,1
36,56,18,3,0,4,4,31710.011308090372,0,16,0,2,0.43588790311325654,0.7290139177536787,1
15,212,96,1,1,6,1,77444.9181262741,1,200,1,6,0.5421370464637584,0.021732813929161533,1
18,73,55,2,1,6,0,27244.47048476574,0,14,4,2,0.8196692461780012,0.2963616224608286,1
35,164,76,1,1,4,1,58599.475929933025,0,1,1,0,0.6169087097882648,0.43571580981022917,1
38,256,77,0,1,4,5,52016.755008387874,0,61,1,6,0.29991562407346195,0.7803090830925352,1
23,206,85,1,1,6,2,65741.07756047283,0,13,0,5,0.8783999077421432,0.1830798420637176,1
37,114,53,1,1,6,3,58599.52620061274,0,17,4,2,0.505997027349329,0.48629627167058165,1
28,159,31,5,1,5,2,3442.704744524291,0,4,1,2,0.218539272283451,0.07968610995762125,1
23,260,78,1,1,3,0,79601.07718586114,1,9,1,2,0.40734669432747694,0.007731052367040414,1
32,189,45,1,1,6,2,21911.04564240354,0,24,1,6,0.8817496204437942,0.7095965512611051,1
21,103,65,4,0,5,1,63689.31003771016,0,6,1,1,0.46010361456028814,0.11732344431222588,1
28,224,20,4,1,2,3,32975.60803877895,0,4,0,0,0.10707848939365874,0.3132793653194504,1
17,89,77,3,1,6,5,20745.809787506885,0,26,0,6,0.7737222032983471,0.777089727637645,1
28,185,19,0,1,1,4,15539.966327958307,0,17,1,3,0.49791654206713504,0.312528742298922,1
39,171,91,3,0,1,3,37560.73849116299,0,4,0,3,0.8587429215659952,0.3560564549584059,1
15,119,28,0,1,5,0,67232.06704383183,0,13,0,0,0.6648298619728099,0.27184813309404315,1
38,88,13,1,1,1,3,3830.3328195767704,0,13,0,6,0.6227708193709455,0.7924770116656463,1
19,276,18,0,1,0,0,61238.87872100688,0,8,2,2,0.7558614028730244,0.10381671327043614,1
10,101,67,1,0,2,3,43244.551694467256,0,2,3,1,0.8718507964101104,0.3909231631966015,1
19,53,75,4,0,2,0,41465.35693716639,0,25,0,3,0.6825426562263781,0.0048412467104429705,1
24,174,34,0,1,1,5,22477.172364012775,0,0,0,0,0.7644307211349735,0.5923560586412037,1
33,218,68,5,1,2,5,61751.951177398485,0,135,1,5,0.7805039617476961,0.7673705728581635,1
36,263,51,0,1,2,3,64789.49054074953,0,14,1,3,0.728315536853938,0.36729563467017484,1
24,156,57,1,1,3,3,3498.876099440372,0,9,2,5,0.8752295852876479,0.6066793540905071,1
29,62,48,0,1,2,3,9026.842807675332,0,145,3,3,0.7901827515034409,0.08187204362291359,1
32,229,40,4,0,5,5,34832.676621718376,0,26,1,0,0.22282362154510554,0.5328764132462419,1
11,185,10,3,0,0,1,58041.63182659015,0,60,0,6,0.612614092718847,0.30621870020634434,1
12,120,27,1,1,4,2,33361.915879198306,0,18,1,3,0.10044214662589343,0.48971739331401803,1
17,271,39,3,0,1,2,22729.21258578891,0,9,1,0,0.808389733252818,0.7226774078778957,1
37,138,62,1,1,0,1,47712.26415855957,0,0,1,2,0.15019639120031814,0.23350911220564466,1
17,277,71,2,0,2,1,74773.56117783478,1,86,3,6,0.6569272321033839,0.7310025279492885,1
32,204,66,1,1,0,3,34843.01546907662,0,19,2,1,0.5370357946710955,0.5342441817079371,1
20,266,36,0,0,0,5,45079.98974866049,0,16,2,4,0.14891060107947732,0.2937775728302366,1
38,202,92,0,1,1,4,75836.24431790125,1,75,0,5,0.7524355050216909,0.3868141101024585,1
35,243,92,4,0,0,0,46498.88281622572,0,185,1,4,0.4658575142895468,0.5160182127849748,1
36,140,68,1,0,5,1,34034.05928571966,0,2,1,1,0.8530435302406303,0.02073431964789161,1
27,170,72,1,1,3,2,74115.90602676477,1,16,3,4,0.43417660015497933,0.17310675183970506,1
27,200,32,1,1,3,0,60685.44359962429,0,13,0,1,0.22550015923068406,0.04054915902126366,1
36,264,11,3,0,2,1,64774.55359064404,0,3,0,1,0.2210803007084774,0.2818217712109781,1
35,62,51,1,1,3,4,30358.727036907512,0,2,1,6,0.7283780317372786,0.4302334455416268,1
14,221,38,3,1,5,2,55840.21322857896,0,0,1,5,0.40755534210723754,0.6826519479514839,1
25,216,16,1,1,6,0,76420.96360070989,1,140,4,3,0.38342087763492394,0.3531975299319092,1
35,286,35,5,0,1,0,39741.57031055396,0,24,1,6,0.6251271230714452,0.4754162422997005,1
17,105,72,1,1,0,0,3132.1410582548165,0,5,0,0,0.8572743319242795,0.17376132760264393,1
15,289,17,0,0,6,2,75057.48873578655,1,18,2,2,0.3632410139963447,0.005498221604538101,1
23,244,26,5,1,5,5,39096.33241069563,0,9,2,2,0.12434475356087175,0.7220361273982652,1
35,214,66,3,1,1,4,21204.39777849564,0,8,4,2,0.6607245120834401,0.36830664338534297,1
22,169,15,1,1,2,4,63088.78057480713,0,3,3,6,0.17451508262296228,0.5770182059258983,1
19,84,65,1,1,0,0,74349.328165459,1,17,1,3,0.5505230389171565,0.19643829175326608,1
10,108,74,0,1,0,2,64854.09129807299,0,30,0,2,0.43524597282157235,0.7256502742364648,1
39,81,90,5,1,5,5,67512.1689325493,0,26,1,3,0.20613674762093082,0.5231183326722983,1
34,230,68,3,1,0,2,37141.51925980594,0,0,2,0,0.4512839812917949,0.4775452271747571,1
25,245,45,0,0,5,4,49362.25397514062,0,41,0,1,0.4801827030598716,0.27757983620406274,1
34,167,75,0,1,2,2,35687.15444208028,0,94,1,6,0.4417771687553449,0.3563422139932587,1
20,240,71,3,1,6,1,14198.893702633326,0,19,0,6,0.5955164345636994,0.38394512108538215,1
32,236,58,3,1,6,3,67765.86133295126,0,7,3,4,0.2235874285102306,0.25256756848735057,1
31,182,33,3,1,4,1,33018.767825473944,0,6,0,4,0.595929686594013,0.20312202558351167,1
10,110,96,3,1,1,0,73247.776973971,1,2,1,2,0.10299363299753482,0.7344470812828996,1
33,280,64,1,1,1,5,17667.786171467807,0,76,1,2,0.8274870097807372,0.5551304359667726,1
25,241,96,4,1,1,1,9610.223913768248,0,162,0,5,0.8840329060253795,0.5501875713866002,1
19,225,67,3,0,6,0,66148.76523427267,0,11,0,5,0.5862666368797754,0.689095100895522,1
