title_length,desc_length,num_words,num_links,contains_telegram,suspicious_keyword_count,emoji_count,prize_amount,unrealistic_prize_flag,organizer_account_age,organizer_past_events,posting_frequency_24h,duplicate_similarity_score,external_link_domain_score,label
57,851,25,6,0,5,9,21762.935604810606,0,2994,94,39,0.22362828965576054,0.6896419850300894,41
32,600,188,4,1,23,4,16362.319593911194,1,815,261,0,0.9718374138731654,0.9024272466215203,580
88,909,190,4,1,3,0,33018.7334018963,1,2871,359,6,0.6282207404224693,0.8581036631651854,203
67,483,51,5,1,5,20,79710.79725494313,0,2408,378,49,0.3785248857245046,0.42855230923546694,221
85,885,37,3,0,19,6,14416.819496221982,1,3173,244,19,0.09765099457800364,0.036200442744395045,470
81,548,15,5,1,16,7,32777.143654821986,1,2826,77,34,0.509131431437241,0.28763604055131287,995
46,964,105,6,0,1,10,48610.057630323434,1,280,196,20,0.05674692312777918,0.3821262958614492,842
43,799,101,0,0,13,23,49712.601545528225,0,1614,379,0,0.3773261879006252,0.8680178147842292,995
53,997,128,0,0,2,11,52875.838226562264,1,3132,4,30,0.1738851498033761,0.04974555099134259,6
95,480,41,0,1,8,2,37818.71202949952,1,624,161,21,0.24142440187860592,0.7373473620437151,76
59,37,135,5,0,5,16,25941.29286668178,0,2682,227,19,0.22056757691488782,0.8512930079286893,23
45,834,72,2,0,21,2,15111.872462314706,0,1569,301,40,0.3377561670629978,0.3397158666593899,101
19,137,125,6,0,20,20,24479.38956285048,1,3593,261,34,0.4290395444488523,0.6097239006742166,877
49,859,135,6,1,20,16,64591.24276054503,1,2180,224,32,0.5044169095052026,0.9469000743654074,152
82,819,109,6,0,1,8,79361.1658340968,1,1233,337,0,0.5874710616546219,0.994179887807033,109
33,894,27,3,0,9,16,78540.50993021952,0,1131,483,20,0.9594898477655353,0.8529868541871022,838
94,695,39,3,0,0,0,10863.93785629901,1,1059,350,23,0.13479059297311213,0.10294090676373091,668
87,312,5,0,1,17,4,57517.08836176263,1,1362,226,16,0.4079432619073289,0.6746902833372046,512
89,711,176,5,1,21,1,11324.623092348133,1,2605,87,37,0.6518596838902493,0.6389769451537103,103
55,473,51,3,0,15,6,36383.934599148815,1,1410,137,2,0.1182399074419489,0.5312672823166086,951
24,499,63,5,1,15,13,72853.82265563401,0,320,402,33,0.7396956486017912,0.6292652422443336,149
54,707,13,0,0,6,13,44898.39630718924,0,2244,492,43,0.9702076872297405,0.45912786936697947,903
65,46,115,6,0,23,7,40694.393907811835,0,3127,310,30,0.9275926493282992,0.893211561595094,134
98,578,114,6,1,12,1,62389.50861747913,0,3099,97,36,0.08974270732497858,0.5632966237124387,597
41,135,40,3,0,24,7,68056.67626737937,1,238,68,13,0.17461977873936152,0.24137765275011414,430
19,861,129,6,0,23,25,42674.022847873224,1,1016,307,44,0.7464140494059884,0.7932817894624731,406
47,948,122,2,0,14,12,75333.13804464224,0,869,152,48,0.4208356464480788,0.335394520674275,399
45,601,113,5,0,22,17,40678.10707113956,1,69,153,30,0.40388585096235186,0.10140125449216253,122
67,643,61,0,0,15,6,60934.99256180759,0,3125,308,31,0.14776982500613522,0.6694885486114732,788
12,751,3,1,1,9,15,66443.14179528225,1,876,47,24,0.2876654223442645,0.1543906188655475,690
44,301,85,0,0,4,13,79574.45318076556,0,3490,211,21,0.8408350190605962,0.7535411278611001,989
24,435,127,2,1,13,1,40823.81786204738,1,947,202,48,0.12754415934985974,0.7552445761000387,526
43,407,89,0,0,24,0,10844.926359301106,1,1605,83,46,0.27419001205049276,0.21007183375089322,678
83,750,107,6,1,24,24,38931.69781992504,0,1272,129,30,0.3105777926220079,0.05265814053347739,438
100,961,51,1,0,14,21,43060.487059824925,0,2165,349,49,0.1858819880826963,0.014557486762449945,519
25,643,85,2,0,17,19,60807.37810474829,0,2152,243,47,0.3249214423061705,0.9367569295681201,883
5,386,67,5,0,0,14,21698.895549719313,0,308,35,20,0.3841014040871583,0.38293289114502527,405
22,885,137,3,1,9,13,6898.461793743316,0,2921,449,3,0.2602668719407475,0.8855987940723745,802
62,901,154,6,0,15,13,23603.040919080944,0,467,438,15,0.9078069860782151,0.8950508159258772,930
90,762,90,6,1,16,18,35831.92743667253,0,524,31,20,0.056905947567668425,0.36765513751393064,934
90,655,130,2,1,19,6,42774.15553116434,1,3320,456,44,0.8933110208446766,0.6525822407559744,542
79,963,81,4,0,21,17,24539.397929680345,1,3420,247,26,0.05975817114045301,0.6538832873149801,560
33,233,95,2,1,5,13,13446.053940022732,0,388,355,44,0.7058926547095102,0.7385477263431302,999
38,161,114,0,0,22,8,47662.76665097659,1,1805,445,44,0.06248054037209683,0.5646740669193063,173
9,113,29,4,0,22,8,30968.201247457848,0,351,25,44,0.6676673478923831,0.061122126103372754,188
42,639,200,4,0,18,18,10430.821883660321,0,1553,169,11,0.08804792728022082,0.7937659949258702,773
61,96,25,1,0,14,0,4935.21642450505,0,1400,414,41,0.9800340446947811,0.03548802856876665,333
28,38,53,1,0,18,10,8512.423133745291,1,1896,178,22,0.11244894810128492,0.9589485823691647,146
99,533,151,3,1,4,23,19295.897914676047,0,998,478,16,0.7738974846522853,0.8797014878454669,16
96,940,12,4,0,14,13,39504.60512343806,1,2447,137,18,0.43073784362431855,0.8736183855698545,513
45,517,142,4,0,24,13,30342.33130459196,0,3470,431,32,0.6540329597896827,0.6586412557325543,162
64,516,64,3,1,14,24,69104.09702256719,0,3152,398,50,0.7792655251683036,0.7413886823193807,916
53,43,181,1,0,13,25,74553.62855700142,1,1779,426,27,0.2991544160209203,0.8651156687530865,770
67,169,56,2,1,12,8,4377.285874216563,1,158,272,30,0.9142797482935205,0.09860819733637516,132
60,888,60,6,1,7,18,48982.21168299089,1,1647,428,34,0.7770132278271856,0.9088610024526256,378
88,717,28,5,1,12,15,67739.81804980959,1,1001,460,26,0.02271409080801967,0.747909516237573,616
50,534,35,0,1,19,5,69513.02854204689,1,894,158,26,0.9261002981907276,0.18933034886555045,39
62,285,139,3,0,10,19,68430.23462352913,0,2506,342,18,0.01508077979363287,0.5161831994469562,773
78,792,160,1,1,2,1,38537.567980325126,0,678,445,21,0.3603272825879452,0.34492735909442696,443
85,138,93,1,0,8,0,48496.21737332356,1,524,418,21,0.5965652174276032,0.9561596770409223,989
19,639,10,3,1,14,11,25400.182858070402,1,2500,197,49,0.15405867061185718,0.4337496520264208,755
85,943,125,4,0,20,8,51691.56802893457,0,2614,451,20,0.2773555237848413,0.6379423970702908,52
64,770,146,3,1,10,16,67463.9825255258,0,3193,225,32,0.8414058038024534,0.44845849341572597,174
19,294,11,3,0,19,7,46924.516688776865,1,2464,20,37,0.6926073253456817,0.7447641481076976,807
78,553,165,2,0,14,14,15560.553274899527,1,242,209,25,0.6314336776953673,0.5226478246885987,394
35,736,71,4,1,20,6,24255.609753520628,1,2397,224,44,0.415824979737612,0.0876931409149232,174
8,461,63,4,1,24,12,5975.071420358584,0,2127,388,42,0.7428373897125344,0.273341970013239,927
39,228,39,1,1,16,10,13256.762873184189,0,1273,167,29,0.9155522448829633,0.9808105878403858,419
18,283,76,6,1,23,19,45164.179997890365,0,11,104,35,0.2244577485753867,0.10645719330702386,526
12,726,65,4,0,13,7,64549.094188506395,1,1085,382,43,0.5106858864166872,0.003050649674284922,274
25,588,133,2,0,1,11,13525.413502264802,0,1829,341,35,0.14765096658875454,0.45973272686636446,680
35,464,89,1,0,7,25,38661.7748787841,1,1455,213,13,0.943408423402463,0.42989936422123065,309
39,459,103,2,0,14,14,62565.45890776014,1,1164,496,14,0.05691735820654098,0.8016312788053801,149
63,747,156,1,1,19,9,67215.1345117634,0,3641,8,40,0.11619325817501958,0.22420932874427568,701
68,285,172,4,1,18,23,37206.62192424628,1,137,164,33,0.48222900864387186,0.8416165247757157,821
44,986,60,2,0,24,24,27585.276455949417,0,2395,268,21,0.21249348772668264,0.5104740513686084,347
14,176,115,2,1,15,12,53882.12002279782,1,206,432,6,0.21990134963853403,0.8038426311703047,957
72,405,98,2,1,23,10,28664.74029271337,1,2494,73,41,0.6561568159875967,0.8252218465184676,253
5,305,194,0,0,4,24,72902.59296417424,0,2409,375,28,0.5219669662590182,0.2235399177596078,186
76,387,147,0,0,6,15,22197.043704006985,1,1207,164,35,0.8937592391153762,0.7690225764564456,309
89,360,77,3,1,25,14,41948.47480025396,0,3342,434,3,0.10404365501978707,0.034206065787981244,250
29,915,183,1,1,7,19,76316.8633539874,1,3604,422,19,0.16079966515392163,0.7478948354937422,260
17,949,80,0,1,13,11,55092.09355935164,1,301,406,29,0.10319238320670776,0.9382626603998503,386
67,388,194,6,1,8,5,8319.203877360738,1,2940,474,37,0.9299255338911069,0.39117872593795466,630
21,215,90,5,1,16,16,47686.017971616086,0,2276,340,9,0.15930562616984933,0.51312511737269,480
12,345,61,0,0,12,23,42091.96511627657,0,1475,91,6,0.07208713060506822,0.7635322087474053,269
7,698,106,4,0,13,16,34430.550635771055,1,199,28,21,0.5077615938627091,0.6807896285805723,995
48,247,120,0,0,22,6,3636.5913292197424,1,2827,438,28,0.6978177200793582,0.7475129223653306,219
29,131,64,3,0,4,13,73554.04212632774,1,3197,260,18,0.05341854285794101,0.9168460627584796,491
8,133,182,2,0,12,18,13997.653368711972,0,507,240,21,0.3927887738146023,0.3656044886186345,38
88,46,33,1,1,19,23,61200.02394377838,1,3376,214,47,0.42157243018490287,0.1332383085254758,45
37,793,7,3,1,16,18,51085.77384054861,0,2489,424,44,0.27706139811350805,0.8589814604480565,332
83,703,50,6,1,20,23,42309.60800529767,1,1109,69,1,0.43136389088953275,0.8855667368192801,943
10,122,26,4,0,22,14,60210.81534592476,1,1240,95,38,0.586722100830774,0.4871485888048913,261
56,562,46,1,1,4,11,42266.42222782914,0,653,439,1,0.8809449777431504,0.5952679338260037,315
89,149,60,4,0,1,25,65236.02099675381,1,3430,36,33,0.4293729232279697,0.7423369843293846,442
7,219,181,0,0,17,5,28096.90630696458,0,3444,44,9,0.20468697625016796,0.20340367945751048,893
23,212,90,0,0,14,0,5860.9784790677,0,1986,121,50,0.5530403175213774,0.40503421187411537,895
98,452,151,5,0,4,19,37528.22331008236,1,1438,121,3,0.0507822729815951,0.31189027814359405,463
26,570,167,3,0,7,10,54280.28592539077,1,2783,40,19,0.14083965994545267,0.6715761377032294,222
78,610,48,1,1,8,16,72203.48424409563,0,131,151,38,0.980414728416788,0.8820616406213995,901
49,809,160,1,1,22,18,54873.630538289035,1,1425,479,30,0.5219437951043715,0.38089380851709864,276
51,886,182,6,1,16,9,66610.87061167609,1,1396,156,19,0.52910091590025,0.03967704340428779,436
88,137,128,6,0,20,0,29219.817553638273,1,3198,498,45,0.6045135306148132,0.07783331683310057,917
19,214,112,3,0,14,22,66367.58994064326,0,48,85,37,0.2925871217944741,0.6496621162305887,661
46,746,112,6,0,9,21,53064.95707260192,1,203,408,4,0.14375331361965482,0.3816350784865614,114
28,804,159,0,0,9,4,5314.420580903709,0,1889,391,0,0.2203118792442924,0.7914597428937136,794
73,847,108,6,0,25,1,45377.754938460275,1,1761,39,45,0.8860778119360517,0.0024219307820394498,238
24,275,95,0,0,18,17,26840.67392869338,0,2573,206,3,0.07632324781616018,0.8760921704456529,55
52,951,16,6,0,11,0,54600.62070362223,1,2622,73,7,0.9315730579628909,0.783825825369489,928
85,659,105,2,0,22,16,44041.70592175695,1,2578,245,21,0.5204717155718022,0.16477962657953693,486
16,929,108,2,1,24,3,60404.24544610427,0,2923,51,39,0.6249608503251731,0.5241325410798692,618
53,347,38,5,0,14,22,8023.66230145196,0,3577,393,40,0.4750954053591502,0.5284243318136781,525
57,415,116,2,1,0,19,21324.945972723748,1,2053,307,29,0.8170821906956179,0.1733294123650152,70
63,563,68,4,0,7,11,53831.99522784589,1,1891,3,49,0.6822202990853327,0.7735994035278916,890
82,73,199,6,0,19,18,21155.657809822107,0,1632,302,33,0.6763743295961422,0.36224369983350013,18
57,669,177,6,0,5,1,66805.99996862256,0,1510,65,5,0.7827607541129172,0.6002891174779201,340
36,295,116,0,0,19,18,39194.80450934447,1,1261,359,35,0.3340915704267057,0.39784891298608094,326
19,964,83,5,0,7,14,13282.462124553476,0,1259,380,33,0.22771170351260694,0.41031551008842526,204
50,530,145,5,1,6,5,69281.00311140747,1,1585,468,21,0.7119590415068565,0.8170260405863129,678
97,455,193,0,0,13,7,5991.905313389426,0,3392,410,31,0.4166618917001119,0.6671522321960327,529
93,801,19,6,1,24,8,56236.65315416024,0,2508,95,32,0.15023207251445003,0.3956873899598491,168
75,191,64,4,0,9,2,7970.756249029195,1,2678,4,32,0.2080075398465988,0.679212310665588,299
56,155,174,0,1,12,14,59598.688807892555,0,3342,493,39,0.4100196607305626,0.6370523227328341,174
52,887,116,4,0,20,6,51321.54751021838,1,2067,367,12,0.8632116118356113,0.23695053616046813,307
70,49,89,1,0,1,17,78329.26709892874,1,3055,61,50,0.06752639536068983,0.1939512269762873,30
24,317,41,5,1,22,2,63014.22514393187,0,3616,391,24,0.28613027907487687,0.09336440626270515,636
83,200,30,2,0,18,10,28592.204293361876,0,2737,104,2,0.44805079452982355,0.6009429049040514,988
32,561,51,3,0,25,25,59065.844647650854,1,3195,332,20,0.8648972180797357,0.40794365781281283,85
15,774,124,4,0,9,12,72967.79148002822,0,625,338,49,0.8168922541271966,0.5612703350696754,488
80,671,88,4,0,1,16,68375.47850732904,0,385,383,12,0.9418848849184417,0.4483804464523736,308
35,779,77,3,1,21,0,3246.404768290296,0,3093,29,37,0.4787826466873397,0.13797834030803668,325
99,835,162,4,0,1,23,11035.18175270511,0,2412,154,19,0.11145856933404219,0.7452653374517266,145
22,507,169,3,0,20,13,64581.95543278002,0,3640,157,36,0.058851183202781265,0.2778023545122593,866
86,239,122,6,0,8,13,56752.49260801935,0,286,492,50,0.47382204930843574,0.33613546598529487,971
98,307,90,4,0,19,2,62659.543789372794,0,1904,298,38,0.3923023497644802,0.9089465521442304,651
75,311,31,6,0,6,11,36942.32468674484,1,483,16,19,0.0005018829454889184,0.4431453793017738,608
71,295,102,5,0,20,8,46773.20477725418,1,1766,263,22,0.4211264214376085,0.6924178128914286,908
74,876,58,4,1,11,13,8429.497468802598,1,1072,409,12,0.7104847632428225,0.6493918675059304,611
15,900,108,3,1,9,7,68195.23504146989,0,45,284,45,0.19106465311254017,0.9978378613955452,515
53,982,154,3,0,22,24,42463.26097348109,0,2770,477,3,0.5513028420775103,0.8411309634764272,95
86,896,17,5,1,21,18,6708.088735893513,0,2190,53,25,0.4283810507386897,0.30055470347898305,246
45,627,197,2,0,11,8,78486.27281358466,0,2604,420,38,0.6943357574824177,0.3407483118981688,276
16,680,116,3,0,15,4,27535.79210939834,0,216,383,46,0.6028250117752953,0.7420003589578763,979
55,281,146,6,0,17,25,65957.80728215724,1,2567,152,50,0.7823598249750822,0.3781498233534556,890
18,728,125,6,0,20,21,67189.25346479347,1,372,344,36,0.5741770577247309,0.4266534907298003,49
82,340,43,1,0,11,24,67076.61683009332,1,787,260,14,0.4147797882215236,0.15205052690455567,768
72,208,174,5,1,17,22,14603.372316611896,0,2933,104,34,0.7626180456916575,0.6880660624668666,424
41,348,64,4,0,21,17,66910.55793614291,1,3504,362,9,0.1700850092242535,0.7616433244812668,892
18,270,180,1,1,19,16,24592.34936122323,0,2756,50,31,0.882662400366223,0.11127061600622257,943
77,879,124,0,1,21,9,18957.455505441645,1,3057,11,37,0.49797704531295695,0.18048165846564712,878
51,555,171,0,0,5,17,50226.88496149756,0,2073,44,48,0.7837986726668158,0.4379187023396338,769
16,873,81,1,0,11,14,1761.838716443339,0,2367,327,39,0.30360985154652576,0.6222731479638592,460
35,493,72,2,1,19,4,45030.922333634306,0,3629,371,32,0.6537144268712419,0.040492708021406365,877
25,369,44,5,1,9,6,11431.026765126477,1,213,356,45,0.1970233477847353,0.6990000272906491,996
94,325,101,5,1,0,12,37762.43144625713,1,723,90,2,0.22985389898308994,0.7864922432545417,285
9,48,164,2,1,2,9,65879.74344827671,0,980,397,28,0.5314781570147702,0.03557375532045626,272
44,389,68,2,1,3,16,65807.00902252489,1,3362,478,1,0.5743474519544312,0.8768875383295024,556
73,176,56,4,0,14,2,29515.645485899386,1,1429,275,32,0.1859729290103379,0.5030617001564257,716
95,222,53,3,0,6,20,31028.745400194115,1,805,417,33,0.4521889319097565,0.6879651038516535,897
45,384,36,0,0,3,2,16050.468326571736,0,2324,266,28,0.9813535200121768,0.7946386874792978,84
88,200,49,5,1,20,18,70274.71304349603,1,585,495,0,0.5886157668509295,0.7658694266696161,184
19,320,3,2,1,23,25,5994.543161190359,1,2610,409,2,0.2915698356637547,0.7598488039241956,52
40,805,155,2,1,20,24,44166.497030729275,0,1553,347,18,0.8940810652402641,0.5017318938856393,468
7,250,133,3,1,11,11,62670.77311322717,1,3341,276,27,0.4107701978072148,0.6801377524505041,383
65,590,73,2,0,18,11,15150.019017457265,0,1747,383,5,0.743522024401237,0.26159000934719556,715
8,582,168,2,0,5,3,48090.73419778068,0,1724,92,44,0.35539159241684726,0.3315513537155228,278
62,568,66,1,1,7,25,27103.75037312553,1,2798,463,12,0.8214386005620066,0.7688296024768404,408
56,449,22,4,0,14,3,38934.803749342595,1,1585,417,38,0.5064311992646756,0.3610105154521174,398
43,491,75,3,0,11,14,14159.551140517244,0,1962,110,44,0.6404328191342291,0.8064033817055332,867
95,749,25,6,0,25,9,42178.6370449557,1,3496,0,48,0.34393416466225724,0.8815496044115182,883
65,689,99,1,0,8,21,35923.88644942575,1,1885,123,49,0.16694539059269664,0.09778689180540623,236
58,864,98,1,1,11,12,13190.041012678048,0,1184,455,50,0.5724230110511539,0.6824148490837876,465
21,682,5,1,1,20,10,76741.49717627841,1,848,100,21,0.9486451402659295,0.768284534751434,83
10,687,162,5,0,6,19,55984.457489538065,0,36,264,27,0.9632485224745444,0.7544607021384102,634
75,600,165,0,0,14,15,4350.464551636429,0,3542,249,42,0.8414252179373367,0.08233132840221513,36
99,292,147,5,0,18,15,59768.97626691706,0,2710,354,19,0.9087535469584044,0.20406950641744936,13
5,127,141,2,0,8,19,53540.13985444867,1,414,335,45,0.15448327617185476,0.12940319769399988,807
64,860,190,4,0,10,8,35200.98177401568,0,1974,0,47,0.5856231287343233,0.9812589171270053,559
34,593,86,5,1,9,16,78757.15566435453,1,55,189,49,0.5098569388217375,0.22721584315516197,974
40,104,137,4,0,9,25,18703.53985862601,0,2996,303,8,0.2594015374683101,0.020691329726870045,261
62,966,22,1,0,13,6,53180.03705365444,1,523,18,31,0.36504289272228585,0.542409359832136,969
14,146,198,5,0,6,21,61419.70619579247,0,3416,152,24,0.1759391208149279,0.2085781511121878,835
5,793,86,6,0,13,22,53890.64971125728,0,1993,443,9,0.438268394404978,0.2798609130589135,788
92,960,161,5,0,14,2,78465.0620481603,1,1911,259,25,0.14782717650133992,0.35376082528688146,265
77,300,185,6,0,10,0,70524.07589378589,1,1738,424,17,0.5241617167409404,0.009897586626720689,476
61,278,88,5,1,4,15,33182.277038964465,1,2070,444,3,0.9460470400678461,0.40247247819938803,257
47,406,158,2,0,6,1,65679.68751628161,0,3214,233,45,0.040410875464202745,0.45634356901015494,93
94,928,152,2,1,20,21,27482.448222783514,0,3374,491,35,0.9469401527029435,0.4260875192430251,76
97,351,137,0,1,11,22,42106.90534446915,0,3271,122,47,0.9195411454745316,0.9775429750615482,525
83,618,87,5,1,14,2,33729.982650426595,0,111,429,26,0.6571597052030986,0.8320637101002394,102
45,966,145,1,1,3,8,23271.119677586703,1,1774,305,34,0.5858061174193505,0.8036035110859837,978
55,113,64,1,1,10,3,46784.76665649109,0,1709,237,4,0.3237324412206055,0.07716244218830326,750
86,654,73,6,0,24,11,25987.13122784561,1,2193,449,4,0.5445241229620982,0.7094653681337972,808
47,156,106,5,0,13,7,25228.596440607464,1,2313,233,38,0.541067369418454,0.09414755959274101,480
94,601,140,3,1,12,7,20942.209404388082,1,2295,459,1,0.21174935956481478,0.5023528060505834,446
64,143,26,0,1,7,0,19973.415588665644,0,975,162,41,0.7480046951206348,0.8130809600773465,879
32,897,90,4,1,13,24,66273.52586679513,1,315,79,48,0.3544386271013905,0.5950236860844311,528
25,749,66,1,1,19,19,56919.37099125778,1,1090,128,36,0.5385298837854686,0.2912150753278755,571
29,765,87,1,1,22,10,2817.7260523226632,0,414,453,4,0.14358324173941295,0.1578365002102411,829
12,935,29,4,1,16,12,33416.07606858267,0,744,152,9,0.6865381405643124,0.29711797360875947,893
21,349,73,4,1,2,25,7808.836497114833,0,661,121,27,0.01286754964328185,0.8441773747291038,55
64,325,11,0,0,9,4,37262.95205855092,1,1159,88,4,0.8535276793024487,0.9699222830810392,916
59,254,130,6,1,3,9,10840.155812956513,0,3642,321,34,0.296571845876749,0.1369596231197341,139
68,590,121,4,0,0,22,2769.3652849545997,0,3340,443,37,0.28387559539165186,0.703164254252868,13
96,95,5,6,1,0,25,30435.154960459116,1,409,57,22,0.7448938067929272,0.6823446570620578,409
25,306,197,0,1,9,17,21382.126108578355,1,1519,366,47,0.36234209337141954,0.34619079801335395,923
14,222,115,2,1,10,7,67674.52615429516,1,3434,158,34,0.4162663837467071,0.23949392683756499,656
11,941,87,0,0,4,25,70002.69320012866,0,290,157,21,0.6629948935825495,0.17150440931540312,726
55,594,152,1,0,11,25,41943.800781418184,0,2413,190,32,0.27553116919414056,0.7454202038555312,377
100,509,190,2,0,18,6,4376.871475003364,1,278,299,48,0.09198113492200888,0.8829273635978316,43
62,979,193,3,0,9,11,2129.879401704711,0,1948,140,31,0.2344894772461803,0.7628089003256352,204
55,685,13,6,1,25,13,78160.84685502187,0,162,182,10,0.6895227123053203,0.13911930107318282,640
12,125,168,6,0,24,2,9881.404324763904,0,554,437,46,0.7306711944420985,0.8324919188445854,863
74,353,177,0,0,9,13,72845.85776514592,1,3357,379,35,0.2807981430480849,0.14833477754632673,232
26,146,91,3,1,15,8,52653.71137572346,0,2669,31,42,0.02273880240537718,0.6296683816654486,640
54,530,69,5,0,16,10,77711.42495986893,1,153,358,12,0.4093734567716312,0.394005452795804,961
59,209,154,0,0,12,3,1034.3139660861398,1,1465,67,10,0.7551454377844423,0.6846374007540276,967
98,438,194,5,1,19,17,47932.51812533416,0,1029,162,25,0.19997836365662458,0.6312801466549649,561
14,478,11,6,0,6,11,42538.88248686125,1,2566,114,2,0.17163381149645662,0.44707268910607356,471
21,626,138,4,0,9,18,30215.254253815478,0,2810,313,3,0.6251332259238725,0.8256438384627802,818
75,37,77,3,0,22,2,33953.23992113663,1,165,479,49,0.5211275215630657,0.052846658577624495,247
41,855,161,4,1,10,25,23046.707897103017,1,2249,431,25,0.29162999956653146,0.599182915117631,696
70,887,195,0,1,3,16,40038.9305080725,0,2798,175,19,0.1787476781075562,0.48304780980748585,942
44,984,32,2,0,22,24,65838.71038023934,0,713,460,11,0.37687286631778505,0.9867165038646694,459
